,SubjectID1,SubjectID2,Group1,Group2,Distance,Group3
2387,CO1-P1-S1-16s_S42,LA1-P2-S1-16s_S55,Dry,Wet,0.969933333,DryWet
2388,CO1-P1-S1-16s_S42,LA1-P3-S1-16s_S56,Dry,Wet,0.9912,DryWet
2389,CO1-P1-S1-16s_S42,LA1-P5-S2-16s_S58,Dry,Wet,0.994666667,DryWet
2452,CO1-P2-S1-16s_S43,LA1-P1-S1-16s_S54,Dry,Wet,0.9836,DryWet
2453,CO1-P2-S1-16s_S43,LA1-P2-S1-16s_S55,Dry,Wet,0.9864,DryWet
2454,CO1-P2-S1-16s_S43,LA1-P3-S1-16s_S56,Dry,Wet,0.988933333,DryWet
2455,CO1-P2-S1-16s_S43,LA1-P5-S2-16s_S58,Dry,Wet,0.9898,DryWet
2518,CO1-P3-S1-16s_S44,LA1-P1-S1-16s_S54,Dry,Wet,0.996666667,DryWet
2519,CO1-P3-S1-16s_S44,LA1-P2-S1-16s_S55,Dry,Wet,0.994666667,DryWet
2520,CO1-P3-S1-16s_S44,LA1-P3-S1-16s_S56,Dry,Wet,0.9964,DryWet
2521,CO1-P3-S1-16s_S44,LA1-P5-S2-16s_S58,Dry,Wet,0.995933333,DryWet
2584,CO1-P4-S1-16s_S45,LA1-P1-S1-16s_S54,Dry,Wet,0.990266667,DryWet
2585,CO1-P4-S1-16s_S45,LA1-P2-S1-16s_S55,Dry,Wet,0.9782,DryWet
2586,CO1-P4-S1-16s_S45,LA1-P3-S1-16s_S56,Dry,Wet,0.989933333,DryWet
2587,CO1-P4-S1-16s_S45,LA1-P5-S2-16s_S58,Dry,Wet,0.992866667,DryWet
2650,CO1-P5-S1-16s_S46,LA1-P1-S1-16s_S54,Dry,Wet,0.9888,DryWet
2651,CO1-P5-S1-16s_S46,LA1-P2-S1-16s_S55,Dry,Wet,0.989466667,DryWet
2652,CO1-P5-S1-16s_S46,LA1-P3-S1-16s_S56,Dry,Wet,0.9984,DryWet
2653,CO1-P5-S1-16s_S46,LA1-P5-S2-16s_S58,Dry,Wet,0.994,DryWet
2716,CO1-P6-S1-16s_S47,LA1-P1-S1-16s_S54,Dry,Wet,0.994933333,DryWet
2717,CO1-P6-S1-16s_S47,LA1-P2-S1-16s_S55,Dry,Wet,0.9866,DryWet
2718,CO1-P6-S1-16s_S47,LA1-P3-S1-16s_S56,Dry,Wet,0.995466667,DryWet
2719,CO1-P6-S1-16s_S47,LA1-P5-S2-16s_S58,Dry,Wet,0.990733333,DryWet
3475,MT1-P1-S1-16s_S139,TX2-P1-S1-16s_S72,Dry,Wet,0.978733333,DryWet
3476,MT1-P1-S1-16s_S139,TX2-P2-S1-16s_S73,Dry,Wet,0.988733333,DryWet
3477,MT1-P1-S1-16s_S139,TX2-P3-S1-16s_S74,Dry,Wet,0.992266667,DryWet
3478,MT1-P1-S1-16s_S139,TX2-P4-S1-16s_S75,Dry,Wet,0.973,DryWet
3479,MT1-P1-S1-16s_S139,TX2-P5-S1-16s_S76,Dry,Wet,0.994866667,DryWet
3480,MT1-P1-S1-16s_S139,TX2-P6-S2-16s_S77,Dry,Wet,0.9918,DryWet
3541,MT1-P2-S1-16s_S140,TX2-P1-S1-16s_S72,Dry,Wet,0.9772,DryWet
3542,MT1-P2-S1-16s_S140,TX2-P2-S1-16s_S73,Dry,Wet,0.970266667,DryWet
3543,MT1-P2-S1-16s_S140,TX2-P3-S1-16s_S74,Dry,Wet,0.9824,DryWet
3544,MT1-P2-S1-16s_S140,TX2-P4-S1-16s_S75,Dry,Wet,0.971,DryWet
3545,MT1-P2-S1-16s_S140,TX2-P5-S1-16s_S76,Dry,Wet,0.9732,DryWet
3546,MT1-P2-S1-16s_S140,TX2-P6-S2-16s_S77,Dry,Wet,0.976466667,DryWet
3607,MT1-P3-S1-16s_S141,TX2-P1-S1-16s_S72,Dry,Wet,0.982333333,DryWet
3608,MT1-P3-S1-16s_S141,TX2-P2-S1-16s_S73,Dry,Wet,0.984733333,DryWet
3609,MT1-P3-S1-16s_S141,TX2-P3-S1-16s_S74,Dry,Wet,0.995466667,DryWet
3610,MT1-P3-S1-16s_S141,TX2-P4-S1-16s_S75,Dry,Wet,0.989333333,DryWet
3611,MT1-P3-S1-16s_S141,TX2-P5-S1-16s_S76,Dry,Wet,0.992066667,DryWet
3612,MT1-P3-S1-16s_S141,TX2-P6-S2-16s_S77,Dry,Wet,0.992,DryWet
3673,MT1-P4-S1-16s_S142,TX2-P1-S1-16s_S72,Dry,Wet,0.987133333,DryWet
3674,MT1-P4-S1-16s_S142,TX2-P2-S1-16s_S73,Dry,Wet,0.983333333,DryWet
3675,MT1-P4-S1-16s_S142,TX2-P3-S1-16s_S74,Dry,Wet,0.993066667,DryWet
3676,MT1-P4-S1-16s_S142,TX2-P4-S1-16s_S75,Dry,Wet,0.991266667,DryWet
3677,MT1-P4-S1-16s_S142,TX2-P5-S1-16s_S76,Dry,Wet,0.9892,DryWet
3678,MT1-P4-S1-16s_S142,TX2-P6-S2-16s_S77,Dry,Wet,0.9888,DryWet
3739,MT1-P5-S1-16s_S143,TX2-P1-S1-16s_S72,Dry,Wet,0.985666667,DryWet
3740,MT1-P5-S1-16s_S143,TX2-P2-S1-16s_S73,Dry,Wet,0.973933333,DryWet
3741,MT1-P5-S1-16s_S143,TX2-P3-S1-16s_S74,Dry,Wet,0.9792,DryWet
3742,MT1-P5-S1-16s_S143,TX2-P4-S1-16s_S75,Dry,Wet,0.973866667,DryWet
3743,MT1-P5-S1-16s_S143,TX2-P5-S1-16s_S76,Dry,Wet,0.986066667,DryWet
3744,MT1-P5-S1-16s_S143,TX2-P6-S2-16s_S77,Dry,Wet,0.979133333,DryWet
3805,MT1-P6-S1-16s_S144,TX2-P1-S1-16s_S72,Dry,Wet,0.989,DryWet
3806,MT1-P6-S1-16s_S144,TX2-P2-S1-16s_S73,Dry,Wet,0.9786,DryWet
3807,MT1-P6-S1-16s_S144,TX2-P3-S1-16s_S74,Dry,Wet,0.984666667,DryWet
3808,MT1-P6-S1-16s_S144,TX2-P4-S1-16s_S75,Dry,Wet,0.982066667,DryWet
3809,MT1-P6-S1-16s_S144,TX2-P5-S1-16s_S76,Dry,Wet,0.9836,DryWet
3810,MT1-P6-S1-16s_S144,TX2-P6-S2-16s_S77,Dry,Wet,0.982,DryWet
5455,SD1-P1-S1-16s_S121,TX2-P1-S1-16s_S72,Dry,Wet,0.985866667,DryWet
5456,SD1-P1-S1-16s_S121,TX2-P2-S1-16s_S73,Dry,Wet,0.9656,DryWet
5457,SD1-P1-S1-16s_S121,TX2-P3-S1-16s_S74,Dry,Wet,0.978266667,DryWet
5458,SD1-P1-S1-16s_S121,TX2-P4-S1-16s_S75,Dry,Wet,0.968533333,DryWet
5459,SD1-P1-S1-16s_S121,TX2-P5-S1-16s_S76,Dry,Wet,0.979733333,DryWet
5460,SD1-P1-S1-16s_S121,TX2-P6-S2-16s_S77,Dry,Wet,0.980066667,DryWet
5521,SD1-P2-S1-16s_S122,TX2-P1-S1-16s_S72,Dry,Wet,0.9768,DryWet
5522,SD1-P2-S1-16s_S122,TX2-P2-S1-16s_S73,Dry,Wet,0.966266667,DryWet
5523,SD1-P2-S1-16s_S122,TX2-P3-S1-16s_S74,Dry,Wet,0.9812,DryWet
5524,SD1-P2-S1-16s_S122,TX2-P4-S1-16s_S75,Dry,Wet,0.970466667,DryWet
5525,SD1-P2-S1-16s_S122,TX2-P5-S1-16s_S76,Dry,Wet,0.984133333,DryWet
5526,SD1-P2-S1-16s_S122,TX2-P6-S2-16s_S77,Dry,Wet,0.981866667,DryWet
5587,SD1-P5-S1-16s_S125,TX2-P1-S1-16s_S72,Dry,Wet,0.980466667,DryWet
5588,SD1-P5-S1-16s_S125,TX2-P2-S1-16s_S73,Dry,Wet,0.968,DryWet
5589,SD1-P5-S1-16s_S125,TX2-P3-S1-16s_S74,Dry,Wet,0.975,DryWet
5590,SD1-P5-S1-16s_S125,TX2-P4-S1-16s_S75,Dry,Wet,0.964933333,DryWet
5591,SD1-P5-S1-16s_S125,TX2-P5-S1-16s_S76,Dry,Wet,0.9802,DryWet
5592,SD1-P5-S1-16s_S125,TX2-P6-S2-16s_S77,Dry,Wet,0.973333333,DryWet
4630,NM1-P1-S1-16s_S36,LA1-P1-S1-16s_S54,Dry,Wet,0.997666667,DryWet
4631,NM1-P1-S1-16s_S36,LA1-P2-S1-16s_S55,Dry,Wet,0.994333333,DryWet
4632,NM1-P1-S1-16s_S36,LA1-P3-S1-16s_S56,Dry,Wet,1,DryWet
4633,NM1-P1-S1-16s_S36,LA1-P5-S2-16s_S58,Dry,Wet,0.999733333,DryWet
4696,NM1-P2-S1-16s_S37,LA1-P1-S1-16s_S54,Dry,Wet,0.9846,DryWet
4697,NM1-P2-S1-16s_S37,LA1-P2-S1-16s_S55,Dry,Wet,0.979466667,DryWet
4698,NM1-P2-S1-16s_S37,LA1-P3-S1-16s_S56,Dry,Wet,0.993066667,DryWet
4699,NM1-P2-S1-16s_S37,LA1-P5-S2-16s_S58,Dry,Wet,0.9914,DryWet
4762,NM1-P3-S1-16s_S38,LA1-P1-S1-16s_S54,Dry,Wet,0.993,DryWet
4763,NM1-P3-S1-16s_S38,LA1-P2-S1-16s_S55,Dry,Wet,0.9886,DryWet
4764,NM1-P3-S1-16s_S38,LA1-P3-S1-16s_S56,Dry,Wet,0.993666667,DryWet
4765,NM1-P3-S1-16s_S38,LA1-P5-S2-16s_S58,Dry,Wet,0.993266667,DryWet
4828,NM1-P4-S1-16s_S39,LA1-P1-S1-16s_S54,Dry,Wet,0.992133333,DryWet
4829,NM1-P4-S1-16s_S39,LA1-P2-S1-16s_S55,Dry,Wet,0.993,DryWet
4830,NM1-P4-S1-16s_S39,LA1-P3-S1-16s_S56,Dry,Wet,0.9936,DryWet
4831,NM1-P4-S1-16s_S39,LA1-P5-S2-16s_S58,Dry,Wet,0.995133333,DryWet
4894,NM1-P5-S1-16s_S40,LA1-P1-S1-16s_S54,Dry,Wet,0.986466667,DryWet
4895,NM1-P5-S1-16s_S40,LA1-P2-S1-16s_S55,Dry,Wet,0.980466667,DryWet
4896,NM1-P5-S1-16s_S40,LA1-P3-S1-16s_S56,Dry,Wet,0.992333333,DryWet
4897,NM1-P5-S1-16s_S40,LA1-P5-S2-16s_S58,Dry,Wet,0.987533333,DryWet
4960,NM1-P6-S1-16s_S41,LA1-P1-S1-16s_S54,Dry,Wet,0.994933333,DryWet
4961,NM1-P6-S1-16s_S41,LA1-P2-S1-16s_S55,Dry,Wet,0.993733333,DryWet
4962,NM1-P6-S1-16s_S41,LA1-P3-S1-16s_S56,Dry,Wet,1,DryWet
4963,NM1-P6-S1-16s_S41,LA1-P5-S2-16s_S58,Dry,Wet,0.995,DryWet
2365,CO1-P1-S1-16s_S42,AL1-P1-S1-16s_S25,Dry,Wet,0.954533333,DryWet
2366,CO1-P1-S1-16s_S42,AL1-P2-S1-16s_S26,Dry,Wet,0.981066667,DryWet
2367,CO1-P1-S1-16s_S42,AL1-P4-S1-16s_S28,Dry,Wet,0.9674,DryWet
2368,CO1-P1-S1-16s_S42,AL1-P6-S1-16s_S30,Dry,Wet,0.966333333,DryWet
2431,CO1-P2-S1-16s_S43,AL1-P1-S1-16s_S25,Dry,Wet,0.987133333,DryWet
2432,CO1-P2-S1-16s_S43,AL1-P2-S1-16s_S26,Dry,Wet,0.988,DryWet
2433,CO1-P2-S1-16s_S43,AL1-P4-S1-16s_S28,Dry,Wet,0.9902,DryWet
2434,CO1-P2-S1-16s_S43,AL1-P6-S1-16s_S30,Dry,Wet,0.989666667,DryWet
2497,CO1-P3-S1-16s_S44,AL1-P1-S1-16s_S25,Dry,Wet,0.995266667,DryWet
2498,CO1-P3-S1-16s_S44,AL1-P2-S1-16s_S26,Dry,Wet,0.988733333,DryWet
2499,CO1-P3-S1-16s_S44,AL1-P4-S1-16s_S28,Dry,Wet,0.994666667,DryWet
2500,CO1-P3-S1-16s_S44,AL1-P6-S1-16s_S30,Dry,Wet,0.996733333,DryWet
2563,CO1-P4-S1-16s_S45,AL1-P1-S1-16s_S25,Dry,Wet,0.967133333,DryWet
2564,CO1-P4-S1-16s_S45,AL1-P2-S1-16s_S26,Dry,Wet,0.977466667,DryWet
2565,CO1-P4-S1-16s_S45,AL1-P4-S1-16s_S28,Dry,Wet,0.975866667,DryWet
2566,CO1-P4-S1-16s_S45,AL1-P6-S1-16s_S30,Dry,Wet,0.984133333,DryWet
2629,CO1-P5-S1-16s_S46,AL1-P1-S1-16s_S25,Dry,Wet,0.9828,DryWet
2630,CO1-P5-S1-16s_S46,AL1-P2-S1-16s_S26,Dry,Wet,0.988,DryWet
2631,CO1-P5-S1-16s_S46,AL1-P4-S1-16s_S28,Dry,Wet,0.9696,DryWet
2632,CO1-P5-S1-16s_S46,AL1-P6-S1-16s_S30,Dry,Wet,0.979066667,DryWet
2695,CO1-P6-S1-16s_S47,AL1-P1-S1-16s_S25,Dry,Wet,0.9858,DryWet
2696,CO1-P6-S1-16s_S47,AL1-P2-S1-16s_S26,Dry,Wet,0.991666667,DryWet
2697,CO1-P6-S1-16s_S47,AL1-P4-S1-16s_S28,Dry,Wet,0.992266667,DryWet
